,accession,tax_id,organism_name,download_url
116,GCF_000062885.1,405948,Saccharopolyspora erythraea NRRL 2338,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000062885.1/download?include_annotation_type=GENOME_FASTA&filename=Saccharopolyspora_erythraea_NRRL_2338.zip
117,GCF_000018525.1,483179,Brucella canis ATCC 23365,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000018525.1/download?include_annotation_type=GENOME_FASTA&filename=Brucella_canis_ATCC_23365.zip
118,GCF_900475975.1,1338,Streptococcus intermedius,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900475975.1/download?include_annotation_type=GENOME_FASTA&filename=Streptococcus_intermedius.zip
119,GCF_000157895.3,557599,Mycobacterium kansasii ATCC 12478,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000157895.3/download?include_annotation_type=GENOME_FASTA&filename=Mycobacterium_kansasii_ATCC_12478.zip
120,GCF_001632805.1,1460372,Mycobacteroides chelonae CCUG 47445,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001632805.1/download?include_annotation_type=GENOME_FASTA&filename=Mycobacteroides_chelonae_CCUG_47445.zip
121,GCF_000012765.1,340047,Mycoplasma capricolum subsp. capricolum ATCC 27343,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000012765.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasma_capricolum_subsp._capricolum_ATCC_27343.zip
122,GCF_004792415.1,470934,Pantoea vagans,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_004792415.1/download?include_annotation_type=GENOME_FASTA&filename=Pantoea_vagans.zip
123,GCF_001700985.1,1426,Parageobacillus thermoglucosidasius,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001700985.1/download?include_annotation_type=GENOME_FASTA&filename=Parageobacillus_thermoglucosidasius.zip
124,GCF_001314995.1,28116,Bacteroides ovatus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001314995.1/download?include_annotation_type=GENOME_FASTA&filename=Bacteroides_ovatus.zip
125,GCF_000007345.1,188937,Methanosarcina acetivorans C2A,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000007345.1/download?include_annotation_type=GENOME_FASTA&filename=Methanosarcina_acetivorans_C2A.zip
126,GCF_009831375.1,411470,[Ruminococcus] gnavus ATCC 29149,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009831375.1/download?include_annotation_type=GENOME_FASTA&filename=[Ruminococcus]_gnavus_ATCC_29149.zip
127,GCF_018314255.1,1581,Lentilactobacillus buchneri,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_018314255.1/download?include_annotation_type=GENOME_FASTA&filename=Lentilactobacillus_buchneri.zip
128,GCF_000196795.1,436717,Acinetobacter oleivorans DR1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000196795.1/download?include_annotation_type=GENOME_FASTA&filename=Acinetobacter_oleivorans_DR1.zip
129,GCF_008245085.1,186497,Pyrococcus furiosus DSM 3638,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008245085.1/download?include_annotation_type=GENOME_FASTA&filename=Pyrococcus_furiosus_DSM_3638.zip
130,GCF_000016525.1,420247,Methanobrevibacter smithii ATCC 35061,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016525.1/download?include_annotation_type=GENOME_FASTA&filename=Methanobrevibacter_smithii_ATCC_35061.zip
131,GCF_021278985.1,1218085,Citrobacter rodentium NBRC 105723 = DSM 16636,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_021278985.1/download?include_annotation_type=GENOME_FASTA&filename=Citrobacter_rodentium_NBRC_105723_=_DSM_16636.zip
132,GCF_002812485.1,1778540,Dickeya fangzhongdai,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002812485.1/download?include_annotation_type=GENOME_FASTA&filename=Dickeya_fangzhongdai.zip
133,GCF_900186885.1,29466,Veillonella parvula,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900186885.1/download?include_annotation_type=GENOME_FASTA&filename=Veillonella_parvula.zip
134,GCF_001484725.1,1341692,Clostridium autoethanogenum DSM 10061,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001484725.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_autoethanogenum_DSM_10061.zip
135,GCF_002243645.1,1349754,Peribacillus simplex NBRC 15720 = DSM 1321,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002243645.1/download?include_annotation_type=GENOME_FASTA&filename=Peribacillus_simplex_NBRC_15720_=_DSM_1321.zip
136,GCF_000019725.1,426355,Methylobacterium radiotolerans JCM 2831,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000019725.1/download?include_annotation_type=GENOME_FASTA&filename=Methylobacterium_radiotolerans_JCM_2831.zip
137,GCF_001953955.1,1122984,Prevotella intermedia ATCC 25611 = DSM 20706,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001953955.1/download?include_annotation_type=GENOME_FASTA&filename=Prevotella_intermedia_ATCC_25611_=_DSM_20706.zip
138,GCF_001028665.1,60550,Burkholderia pyrrocinia,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001028665.1/download?include_annotation_type=GENOME_FASTA&filename=Burkholderia_pyrrocinia.zip
139,GCF_001298465.1,199,Campylobacter concisus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001298465.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_concisus.zip
140,GCF_000007085.1,273068,Caldanaerobacter subterraneus subsp. tengcongensis MB4,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000007085.1/download?include_annotation_type=GENOME_FASTA&filename=Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4.zip
141,GCF_000009965.1,69014,Thermococcus kodakarensis KOD1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000009965.1/download?include_annotation_type=GENOME_FASTA&filename=Thermococcus_kodakarensis_KOD1.zip
142,GCF_000196875.2,768066,Halomonas elongata DSM 2581,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000196875.2/download?include_annotation_type=GENOME_FASTA&filename=Halomonas_elongata_DSM_2581.zip
143,GCF_000763515.1,202751,Listeria ivanovii subsp. ivanovii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000763515.1/download?include_annotation_type=GENOME_FASTA&filename=Listeria_ivanovii_subsp._ivanovii.zip
144,GCF_009662475.1,637390,Acidithiobacillus thiooxidans ATCC 19377,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_009662475.1/download?include_annotation_type=GENOME_FASTA&filename=Acidithiobacillus_thiooxidans_ATCC_19377.zip
145,GCF_000007025.1,272944,Rickettsia conorii str. Malish 7,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000007025.1/download?include_annotation_type=GENOME_FASTA&filename=Rickettsia_conorii_str._Malish_7.zip
146,GCF_000007205.1,182082,Chlamydia pneumoniae TW-183,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000007205.1/download?include_annotation_type=GENOME_FASTA&filename=Chlamydia_pneumoniae_TW-183.zip
147,GCF_000019345.1,505682,Ureaplasma parvum serovar 3 str. ATCC 27815,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000019345.1/download?include_annotation_type=GENOME_FASTA&filename=Ureaplasma_parvum_serovar_3_str._ATCC_27815.zip
148,GCF_000020025.1,63737,Nostoc punctiforme PCC 73102,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000020025.1/download?include_annotation_type=GENOME_FASTA&filename=Nostoc_punctiforme_PCC_73102.zip
149,GCF_000230655.2,243274,Thermotoga maritima MSB8,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000230655.2/download?include_annotation_type=GENOME_FASTA&filename=Thermotoga_maritima_MSB8.zip
150,GCF_000179635.2,697329,Ruminococcus albus 7 = DSM 20455,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000179635.2/download?include_annotation_type=GENOME_FASTA&filename=Ruminococcus_albus_7_=_DSM_20455.zip
151,GCF_000021925.1,272564,Desulfitobacterium hafniense DCB-2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000021925.1/download?include_annotation_type=GENOME_FASTA&filename=Desulfitobacterium_hafniense_DCB-2.zip
152,GCF_000284295.1,512565,Actinoplanes missouriensis 431,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000284295.1/download?include_annotation_type=GENOME_FASTA&filename=Actinoplanes_missouriensis_431.zip
153,GCF_016026735.1,61652,Serratia rubidaea,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016026735.1/download?include_annotation_type=GENOME_FASTA&filename=Serratia_rubidaea.zip
154,GCF_016127195.1,650,Aeromonas jandaei,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016127195.1/download?include_annotation_type=GENOME_FASTA&filename=Aeromonas_jandaei.zip
155,GCF_016027095.1,13689,Sphingomonas paucimobilis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016027095.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingomonas_paucimobilis.zip
156,GCF_000961515.1,134537,Paraburkholderia fungorum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000961515.1/download?include_annotation_type=GENOME_FASTA&filename=Paraburkholderia_fungorum.zip
157,GCF_015074805.1,336203,Sphingobium fuliginis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_015074805.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingobium_fuliginis.zip
158,GCF_008801925.2,68895,Cupriavidus basilensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008801925.2/download?include_annotation_type=GENOME_FASTA&filename=Cupriavidus_basilensis.zip
159,GCF_016028795.1,69966,Macrococcus caseolyticus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_016028795.1/download?include_annotation_type=GENOME_FASTA&filename=Macrococcus_caseolyticus.zip
160,GCF_010508875.1,292800,Flavonifractor plautii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010508875.1/download?include_annotation_type=GENOME_FASTA&filename=Flavonifractor_plautii.zip
161,GCF_000018145.1,398580,Dinoroseobacter shibae DFL 12 = DSM 16493,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000018145.1/download?include_annotation_type=GENOME_FASTA&filename=Dinoroseobacter_shibae_DFL_12_=_DSM_16493.zip
162,GCF_000016645.1,376686,Flavobacterium johnsoniae UW101,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000016645.1/download?include_annotation_type=GENOME_FASTA&filename=Flavobacterium_johnsoniae_UW101.zip
163,GCF_000330885.1,698761,Rhizobium tropici CIAT 899,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000330885.1/download?include_annotation_type=GENOME_FASTA&filename=Rhizobium_tropici_CIAT_899.zip
164,GCF_002706745.1,936140,Companilactobacillus farciminis KCTC 3681 = DSM 20184,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002706745.1/download?include_annotation_type=GENOME_FASTA&filename=Companilactobacillus_farciminis_KCTC_3681_=_DSM_20184.zip
165,GCF_000026105.1,384676,Pseudomonas entomophila L48,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000026105.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_entomophila_L48.zip
166,GCF_003660105.1,1032070,Aliarcobacter cryaerophilus ATCC 43158,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003660105.1/download?include_annotation_type=GENOME_FASTA&filename=Aliarcobacter_cryaerophilus_ATCC_43158.zip
167,GCF_008704425.1,1319510,Streptomyces fradiae ATCC 10745 = DSM 40063,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008704425.1/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_fradiae_ATCC_10745_=_DSM_40063.zip
168,GCF_000313175.2,758847,Leptospira santarosai serovar Shermani str. LT 821,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000313175.2/download?include_annotation_type=GENOME_FASTA&filename=Leptospira_santarosai_serovar_Shermani_str._LT_821.zip
169,GCF_000023145.1,645127,Corynebacterium kroppenstedtii DSM 44385,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000023145.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_kroppenstedtii_DSM_44385.zip
170,GCF_001411805.1,41899,Burkholderia plantarii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001411805.1/download?include_annotation_type=GENOME_FASTA&filename=Burkholderia_plantarii.zip
171,GCF_001687625.2,192421,Planococcus maritimus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001687625.2/download?include_annotation_type=GENOME_FASTA&filename=Planococcus_maritimus.zip
172,GCF_012317185.1,1522,[Clostridium] innocuum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_012317185.1/download?include_annotation_type=GENOME_FASTA&filename=[Clostridium]_innocuum.zip
173,GCF_900474605.1,44008,Enterococcus cecorum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900474605.1/download?include_annotation_type=GENOME_FASTA&filename=Enterococcus_cecorum.zip
174,GCF_000011965.2,246200,Ruegeria pomeroyi DSS-3,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000011965.2/download?include_annotation_type=GENOME_FASTA&filename=Ruegeria_pomeroyi_DSS-3.zip
175,GCF_000146505.1,59374,Fibrobacter succinogenes subsp. succinogenes S85,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000146505.1/download?include_annotation_type=GENOME_FASTA&filename=Fibrobacter_succinogenes_subsp._succinogenes_S85.zip
176,GCF_008153345.1,162,Treponema phagedenis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008153345.1/download?include_annotation_type=GENOME_FASTA&filename=Treponema_phagedenis.zip
177,GCF_002288285.1,121428,Sphingobium xenophagum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002288285.1/download?include_annotation_type=GENOME_FASTA&filename=Sphingobium_xenophagum.zip
178,GCF_019668505.1,47466,Borrelia miyamotoi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019668505.1/download?include_annotation_type=GENOME_FASTA&filename=Borrelia_miyamotoi.zip
179,GCF_005406325.1,523841,Haloferax mediterranei ATCC 33500,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_005406325.1/download?include_annotation_type=GENOME_FASTA&filename=Haloferax_mediterranei_ATCC_33500.zip
180,GCF_000008185.1,243275,Treponema denticola ATCC 35405,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000008185.1/download?include_annotation_type=GENOME_FASTA&filename=Treponema_denticola_ATCC_35405.zip
181,GCF_001025195.1,566552,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001025195.1/download?include_annotation_type=GENOME_FASTA&filename=Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043.zip
182,GCF_000006685.1,243161,Chlamydia muridarum str. Nigg,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000006685.1/download?include_annotation_type=GENOME_FASTA&filename=Chlamydia_muridarum_str._Nigg.zip
183,GCF_000818015.1,1123016,Stutzerimonas balearica DSM 6083,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000818015.1/download?include_annotation_type=GENOME_FASTA&filename=Stutzerimonas_balearica_DSM_6083.zip
184,GCF_002706425.1,913848,Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002706425.1/download?include_annotation_type=GENOME_FASTA&filename=Loigolactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001.zip
185,GCF_000331185.2,1265868,Streptomyces rimosus subsp. rimosus ATCC 10970,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000331185.2/download?include_annotation_type=GENOME_FASTA&filename=Streptomyces_rimosus_subsp._rimosus_ATCC_10970.zip
186,GCF_900537995.1,536231,Roseburia intestinalis L1-82,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900537995.1/download?include_annotation_type=GENOME_FASTA&filename=Roseburia_intestinalis_L1-82.zip
187,GCF_000010265.1,583346,Clostridium kluyveri NBRC 12016,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000010265.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_kluyveri_NBRC_12016.zip
188,GCF_000470775.1,1389489,Leifsonia xyli subsp. cynodontis DSM 46306,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000470775.1/download?include_annotation_type=GENOME_FASTA&filename=Leifsonia_xyli_subsp._cynodontis_DSM_46306.zip
189,GCF_900636915.1,985008,Aggregatibacter aphrophilus ATCC 33389,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900636915.1/download?include_annotation_type=GENOME_FASTA&filename=Aggregatibacter_aphrophilus_ATCC_33389.zip
190,GCF_001682385.1,418699,Azoarcus olearius,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001682385.1/download?include_annotation_type=GENOME_FASTA&filename=Azoarcus_olearius.zip
191,GCF_000807675.2,1736,Eubacterium limosum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000807675.2/download?include_annotation_type=GENOME_FASTA&filename=Eubacterium_limosum.zip
192,GCF_020883495.1,352475,Shinella zoogloeoides,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_020883495.1/download?include_annotation_type=GENOME_FASTA&filename=Shinella_zoogloeoides.zip
193,GCF_024347355.1,170679,Vibrio chagasii,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024347355.1/download?include_annotation_type=GENOME_FASTA&filename=Vibrio_chagasii.zip
194,GCF_003606265.1,1504,Clostridium septicum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003606265.1/download?include_annotation_type=GENOME_FASTA&filename=Clostridium_septicum.zip
195,GCF_000953635.1,451,Legionella micdadei,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000953635.1/download?include_annotation_type=GENOME_FASTA&filename=Legionella_micdadei.zip
196,GCF_001941345.1,1705,Corynebacterium stationis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001941345.1/download?include_annotation_type=GENOME_FASTA&filename=Corynebacterium_stationis.zip
197,GCF_000816085.1,1284,Staphylococcus hyicus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000816085.1/download?include_annotation_type=GENOME_FASTA&filename=Staphylococcus_hyicus.zip
198,GCF_001553955.1,34062,Moraxella osloensis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001553955.1/download?include_annotation_type=GENOME_FASTA&filename=Moraxella_osloensis.zip
199,GCF_008824185.1,82367,Paracoccus pantotrophus,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_008824185.1/download?include_annotation_type=GENOME_FASTA&filename=Paracoccus_pantotrophus.zip
